video_id,qid,pred,question,question_type
Z5jKO_Qql30,0526-7,"The man is holding a lighter in his hand, and there are no frames showing him holding multiple lighters at the same time. Therefore, the man is holding one (1) lighter in the second video.","How many lighters is the man holding in the second video?
A. Three
B. Two
C. Four
D. One",Multiple-choice Question with a Single Correct Answer
yzlFm0LpRpM,0530-0,"The video does not show a man kicking a ball in the fifth scene, but it is reasonable to infer that since the man was playing frisbee with another person earlier, he likely did not switch to playing with a different ball in the same location without any context provided.",Which ball did the man in blue kick in the fifth scene?,Primary Open-ended Question
yzlFm0LpRpM,0530-1,"The video does not show any scenes where a man in blue is kicking a ball, so it's impossible to determine which ball he chose to kick in the fifth scene based on the provided information. However, it can be inferred that since the man was playing frisbee with another person in the third scene, it's likely that he had previously played with a frisbee rather than a traditional ball.",Which ball did the man in blue choose to kick in the fifth scene?,Paraphrased Open-ended Question
yzlFm0LpRpM,0530-2,"No, the man in blue did not kick the middle ball in the fifth scene as there is no indication of him being present during that activity and he was seen playing frisbee earlier.",Did the man in blue kick the middle ball in the fifth scene?,Correctly-led Open-ended Question
yzlFm0LpRpM,0530-3,The only object associated with him in the provided frames is a frisbee.,Did the man in blue kick the top ball in the fifth scene?,Wrongly-led Open-ended Question
yzlFm0LpRpM,0530-7,"However, we can infer that since the previous and subsequent scenes show people playing various sports involving balls (volleyball, badminton), it's likely that the man in one of those scenes also played with a ball.","Which ball did the man in blue kick in the fifth scene?
A. Bottom ball
B. Top ball
C. Middle ball",Multiple-choice Question with a Single Correct Answer
HXeyvC8MeBU,0539-0,"1 person is scared by the masked person in the video, as indicated by the exclamation ""shit"" and ""Go home!"" in the transcript.",How many people in the video that aren't in a car are scared by the masked person?,Primary Open-ended Question
HXeyvC8MeBU,0539-1,"0 individuals outside of a car are frightened by the masked person in the video, as no frame shows any individual reacting with fear to the masked person.",How many individuals outside of a car are frightened by the masked person in the video?,Paraphrased Open-ended Question
HXeyvC8MeBU,0539-2,"No, it is not true that six people not in a car are scared by the masked person in the video.",Is it true that six people not in a car are scared by the masked person in the video?,Correctly-led Open-ended Question
HXeyvC8MeBU,0539-3,"No, it is not true that only four people not in a car are scared by the masked person in the video. The masked person does not appear in any of the frames, so it cannot be determined who, if anyone, is scared by them.",Is it true that only four people not in a car are scared by the masked person in the video?,Wrongly-led Open-ended Question
HXeyvC8MeBU,0539-7,C. Five,"How many people not in a car are scared by the masked person in the video?
A. Four
B. Six
C. Five
D. Seven",Multiple-choice Question with a Single Correct Answer
zb6Bnsm3_zo,0541-0,"There are no teeth shown or mentioned in the video, but it appears that a mouth is being drawn and a toothbrush is present. Therefore, we cannot definitively determine the number of teeth in the video based on the given information. However, since the context suggests that this might be a tutorial about dental hygiene, it can be reasonably inferred that the intention is to depict a human mouth with multiple teeth. The absence of explicit representation of teeth does not necessarily mean they do not exist in this context.",How many teeth are there in the video?,Primary Open-ended Question
zb6Bnsm3_zo,0541-1,0 teeth are shown throughout the video.,What is the total number of teeth shown throughout the video?,Paraphrased Open-ended Question
zb6Bnsm3_zo,0541-2,"No, there are no consistent 10 teeth visible in the video from start to finish as the video content does not show any character's mouth or teeth throughout.",Are there consistently 10 teeth visible in the video from start to finish?,Correctly-led Open-ended Question
zb6Bnsm3_zo,0541-3,"No, the number of visible teeth does not decrease to none as the water level rises in the video.",Does the number of visible teeth decrease to none as the water level rises in the video?,Wrongly-led Open-ended Question
zb6Bnsm3_zo,0541-7,"The video does not show any teeth. However, we can infer that the object in the plastic container is a toothbrush (from frame 4), and the person is cutting a piece of paper with a knife (from frame 5). Since no teeth are visible, it's reasonable to assume that the person is preparing a toothbrush or dental care kit rather than brushing their own teeth. Therefore, there are no teeth visible throughout the video.","How many teeth are visible throughout the video?
A. 12
B. 8
C. 9
D. 10",Multiple-choice Question with a Single Correct Answer
